epoch,train_loss,val_loss,val_accuracy
0.000000000000000000e+00,4.657113160372857719e-01,3.902222514823675548e-01,9.250000000000000444e-01
1.000000000000000000e+00,3.876070639062239587e-01,3.124522607687904019e-01,9.250000000000000444e-01
2.000000000000000000e+00,3.491473180364966233e-01,2.743681278391431055e-01,9.250000000000000444e-01
3.000000000000000000e+00,3.267448097143887398e-01,2.522480107069188238e-01,9.250000000000000444e-01
4.000000000000000000e+00,3.123132682890898404e-01,2.380307679321052861e-01,9.250000000000000444e-01
5.000000000000000000e+00,3.023761049660647626e-01,2.282690320090237923e-01,9.250000000000000444e-01
6.000000000000000000e+00,2.952005102927919289e-01,2.212495883712012612e-01,9.250000000000000444e-01
7.000000000000000000e+00,2.898295869389452273e-01,2.160274728959317991e-01,9.250000000000000444e-01
8.000000000000000000e+00,2.856937864616529432e-01,2.120401458712859455e-01,9.250000000000000444e-01
9.000000000000000000e+00,2.824341997797921722e-01,2.089326792635269325e-01,9.250000000000000444e-01
1.000000000000000000e+01,2.798142804210793644e-01,2.064706620900619571e-01,9.250000000000000444e-01
1.100000000000000000e+01,2.776723929316872175e-01,2.044934706195928042e-01,9.250000000000000444e-01
1.200000000000000000e+01,2.758947626128883113e-01,2.028876598856380886e-01,9.250000000000000444e-01
1.300000000000000000e+01,2.743992942762792930e-01,2.015710551682897977e-01,9.250000000000000444e-01
1.400000000000000000e+01,2.731254956298465042e-01,2.004828452381114956e-01,9.250000000000000444e-01
1.500000000000000000e+01,2.720279847757622327e-01,1.995771963211650790e-01,9.250000000000000444e-01
1.600000000000000000e+01,2.710721829399926341e-01,1.988190117132901946e-01,9.250000000000000444e-01
1.700000000000000000e+01,2.702313835947210974e-01,1.981810427719829515e-01,9.250000000000000444e-01
1.800000000000000000e+01,2.694847134281578294e-01,1.976418757889227551e-01,9.250000000000000444e-01
1.900000000000000000e+01,2.688156857595853655e-01,1.971845010424107536e-01,9.250000000000000444e-01
2.000000000000000000e+01,2.682111562795928550e-01,1.967952775487931960e-01,9.250000000000000444e-01
2.100000000000000000e+01,2.676605574277194366e-01,1.964631721740012216e-01,9.250000000000000444e-01
2.200000000000000000e+01,2.671553291764329763e-01,1.961791924043268520e-01,9.250000000000000444e-01
2.300000000000000000e+01,2.666884904761465114e-01,1.959359580350654717e-01,9.250000000000000444e-01
2.400000000000000000e+01,2.662543128992377328e-01,1.957273739767325382e-01,9.250000000000000444e-01
2.500000000000000000e+01,2.658480695176180797e-01,1.955483776504289284e-01,9.250000000000000444e-01
2.600000000000000000e+01,2.654658398304473588e-01,1.953947420771558474e-01,9.250000000000000444e-01
2.700000000000000000e+01,2.651043569110061449e-01,1.952629210190717779e-01,9.250000000000000444e-01
2.800000000000000000e+01,2.647608866773714653e-01,1.951499261998370094e-01,9.250000000000000444e-01
2.900000000000000000e+01,2.644331318341721637e-01,1.950532292291399239e-01,9.250000000000000444e-01
