metric,mean,std,ci_low,ci_high,n
test_cross_entropy,0.1654527652456445,0.03494035924314388,0.12207553421556662,0.2088299962757224,5
test_accuracy,0.9592391304347826,0.005083773623334152,0.9529278037128842,0.965550457156681,5
