metric,mean,std,ci_low,ci_high,n
test_cross_entropy,0.2699380610807854,0.001386653889824319,0.2682165788911176,0.27165954327045316,5
test_accuracy,0.9369565217391305,0.0012152543355976922,0.9354478260869565,0.9384652173913044,5
