epoch,train_loss,val_loss,val_accuracy
0.000000000000000000e+00,6.893089569580568288e-01,6.465485307916415403e-01,7.624999999999999556e-01
1.000000000000000000e+00,6.409218860575045529e-01,6.031705057337741760e-01,8.625000000000000444e-01
2.000000000000000000e+00,5.998805308669727943e-01,5.663279541443859699e-01,9.000000000000000222e-01
3.000000000000000000e+00,5.649422362279941101e-01,5.348715237334337180e-01,9.000000000000000222e-01
4.000000000000000000e+00,5.350432332469212682e-01,5.078456074745872906e-01,9.124999999999999778e-01
5.000000000000000000e+00,5.092991924754373123e-01,4.844699851920042377e-01,9.124999999999999778e-01
6.000000000000000000e+00,4.869874890188568006e-01,4.641136348132459122e-01,9.124999999999999778e-01
7.000000000000000000e+00,4.675227800344679552e-01,4.462680031656107715e-01,9.124999999999999778e-01
8.000000000000000000e+00,4.504323571366920520e-01,4.305230688277992823e-01,9.124999999999999778e-01
9.000000000000000000e+00,4.353341831715823451e-01,4.165472684801087011e-01,9.250000000000000444e-01
1.000000000000000000e+01,4.219185138444451200e-01,4.040712546966546137e-01,9.250000000000000444e-01
1.100000000000000000e+01,4.099330355901126266e-01,3.928750084512759311e-01,9.250000000000000444e-01
1.200000000000000000e+01,3.991710675895311922e-01,3.827777151591003069e-01,9.250000000000000444e-01
1.300000000000000000e+01,3.894622828870913933e-01,3.736298440198270177e-01,9.250000000000000444e-01
1.400000000000000000e+01,3.806654369488489120e-01,3.653069531288831717e-01,9.250000000000000444e-01
1.500000000000000000e+01,3.726626693142963131e-01,3.577048341831065015e-01,9.250000000000000444e-01
1.600000000000000000e+01,3.653550276808444908e-01,3.507356932230683011e-01,9.250000000000000444e-01
1.700000000000000000e+01,3.586589388672047907e-01,3.443251324412336389e-01,9.250000000000000444e-01
1.800000000000000000e+01,3.525034132498079953e-01,3.384097525880046531e-01,9.250000000000000444e-01
1.900000000000000000e+01,3.468278185891384147e-01,3.329352377953346265e-01,9.250000000000000444e-01
2.000000000000000000e+01,3.415800974265671974e-01,3.278548170229684255e-01,9.250000000000000444e-01
2.100000000000000000e+01,3.367153315536510205e-01,3.231280209723929597e-01,9.250000000000000444e-01
2.200000000000000000e+01,3.321945793890067056e-01,3.187196720143735673e-01,9.250000000000000444e-01
2.300000000000000000e+01,3.279839290719515077e-01,3.145990588715770198e-01,9.250000000000000444e-01
2.400000000000000000e+01,3.240537229883081460e-01,3.107392585943765662e-01,9.250000000000000444e-01
2.500000000000000000e+01,3.203779192774857121e-01,3.071165766048614687e-01,9.250000000000000444e-01
2.600000000000000000e+01,3.169335633866716129e-01,3.037100818925893564e-01,9.250000000000000444e-01
2.700000000000000000e+01,3.137003485063462049e-01,3.005012192984540254e-01,9.250000000000000444e-01
2.800000000000000000e+01,3.106602481676520866e-01,2.974734845737033728e-01,9.250000000000000444e-01
2.900000000000000000e+01,3.077972077256570516e-01,2.946121508141749668e-01,9.250000000000000444e-01
3.000000000000000000e+01,3.050968841324960268e-01,2.919040371436071313e-01,9.250000000000000444e-01
3.100000000000000000e+01,3.025464255004887693e-01,2.893373123036100947e-01,9.250000000000000444e-01
3.200000000000000000e+01,3.001342836029802230e-01,2.869013272141661686e-01,9.250000000000000444e-01
3.300000000000000000e+01,2.978500537622417177e-01,2.845864716827022356e-01,9.250000000000000444e-01
3.400000000000000000e+01,2.956843376070069085e-01,2.823840513268023322e-01,9.250000000000000444e-01
3.500000000000000000e+01,2.936286250063828152e-01,2.802861814851633215e-01,9.250000000000000444e-01
3.600000000000000000e+01,2.916751921473702547e-01,2.782856954615799405e-01,9.250000000000000444e-01
3.700000000000000000e+01,2.898170132549741096e-01,2.763760649070187148e-01,9.250000000000000444e-01
3.800000000000000000e+01,2.880476838839021725e-01,2.745513305180092845e-01,9.250000000000000444e-01
3.900000000000000000e+01,2.863613540600970508e-01,2.728060415334244704e-01,9.250000000000000444e-01
4.000000000000000000e+01,2.847526698351983132e-01,2.711352027601304227e-01,9.250000000000000444e-01
4.100000000000000000e+01,2.832167220503046257e-01,2.695342280618916453e-01,9.250000000000000444e-01
4.200000000000000000e+01,2.817490012971911595e-01,2.679988994139402836e-01,9.250000000000000444e-01
4.300000000000000000e+01,2.803453582234282093e-01,2.665253307645825132e-01,9.250000000000000444e-01
4.400000000000000000e+01,2.790019684589613580e-01,2.651099360605805311e-01,9.250000000000000444e-01
4.500000000000000000e+01,2.777153015507246581e-01,2.637494008891385078e-01,9.250000000000000444e-01
4.600000000000000000e+01,2.764820933827896177e-01,2.624406572696469375e-01,9.250000000000000444e-01
4.700000000000000000e+01,2.752993216356705020e-01,2.611808611956915049e-01,9.250000000000000444e-01
4.800000000000000000e+01,2.741641839023262750e-01,2.599673725845049743e-01,9.250000000000000444e-01
4.900000000000000000e+01,2.730740781322413824e-01,2.587977373388494207e-01,9.250000000000000444e-01
5.000000000000000000e+01,2.720265851204672347e-01,2.576696712667956857e-01,9.250000000000000444e-01
5.100000000000000000e+01,2.710194527970609668e-01,2.565810456392144667e-01,9.250000000000000444e-01
5.200000000000000000e+01,2.700505821051272237e-01,2.555298741940389418e-01,9.250000000000000444e-01
5.300000000000000000e+01,2.691180142835954969e-01,2.545143014213150368e-01,9.250000000000000444e-01
5.400000000000000000e+01,2.682199193947263915e-01,2.535325919844143572e-01,9.250000000000000444e-01
5.500000000000000000e+01,2.673545859567900140e-01,2.525831211511103680e-01,9.250000000000000444e-01
5.600000000000000000e+01,2.665204115599129064e-01,2.516643661239756358e-01,9.250000000000000444e-01
5.700000000000000000e+01,2.657158943582163535e-01,2.507748981731491855e-01,9.250000000000000444e-01
5.800000000000000000e+01,2.649396253444111782e-01,2.499133754862609691e-01,9.250000000000000444e-01
5.900000000000000000e+01,2.641902813243066639e-01,2.490785366604725826e-01,9.250000000000000444e-01
6.000000000000000000e+01,2.634666185184738052e-01,2.482691947704179503e-01,9.250000000000000444e-01
6.100000000000000000e+01,2.627674667268061204e-01,2.474842319535083546e-01,9.250000000000000444e-01
6.200000000000000000e+01,2.620917239991272796e-01,2.467225944607566446e-01,9.250000000000000444e-01
6.300000000000000000e+01,2.614383517614479180e-01,2.459832881271234173e-01,9.250000000000000444e-01
6.400000000000000000e+01,2.608063703531260935e-01,2.452653742205005150e-01,9.250000000000000444e-01
6.500000000000000000e+01,2.601948549351285611e-01,2.445679656329375062e-01,9.250000000000000444e-01
6.600000000000000000e+01,2.596029317339301756e-01,2.438902233816510334e-01,9.250000000000000444e-01
6.700000000000000000e+01,2.590297745894052928e-01,2.432313533908295466e-01,9.250000000000000444e-01
6.800000000000000000e+01,2.584746017784258498e-01,2.425906035282989204e-01,9.250000000000000444e-01
6.900000000000000000e+01,2.579366730888443815e-01,2.419672608738165087e-01,9.250000000000000444e-01
7.000000000000000000e+01,2.574152871211616289e-01,2.413606491981467594e-01,9.250000000000000444e-01
7.100000000000000000e+01,2.569097787974975455e-01,2.407701266341879531e-01,9.250000000000000444e-01
7.200000000000000000e+01,2.564195170595414131e-01,2.401950835232969650e-01,9.250000000000000444e-01
7.300000000000000000e+01,2.559439027389820431e-01,2.396349404216269185e-01,9.250000000000000444e-01
7.400000000000000000e+01,2.554823665855445181e-01,2.390891462527769684e-01,9.250000000000000444e-01
7.500000000000000000e+01,2.550343674392061000e-01,2.385571765943796940e-01,9.250000000000000444e-01
7.600000000000000000e+01,2.545993905344540176e-01,2.380385320874291999e-01,9.250000000000000444e-01
7.700000000000000000e+01,2.541769459256015273e-01,2.375327369582134751e-01,9.250000000000000444e-01
7.800000000000000000e+01,2.537665670232088777e-01,2.370393376436578659e-01,9.250000000000000444e-01
7.900000000000000000e+01,2.533678092325796771e-01,2.365579015117341422e-01,9.250000000000000444e-01
8.000000000000000000e+01,2.529802486861322253e-01,2.360880156693510590e-01,9.250000000000000444e-01
8.100000000000000000e+01,2.526034810621878290e-01,2.356292858508261534e-01,9.250000000000000444e-01
8.200000000000000000e+01,2.522371204833884217e-01,2.351813353806519180e-01,9.250000000000000444e-01
8.300000000000000000e+01,2.518807984885569895e-01,2.347438042048268225e-01,9.250000000000000444e-01
8.400000000000000000e+01,2.515341630723582633e-01,2.343163479855167597e-01,9.250000000000000444e-01
8.500000000000000000e+01,2.511968777876052439e-01,2.338986372542693759e-01,9.250000000000000444e-01
8.600000000000000000e+01,2.508686209055012717e-01,2.334903566194069247e-01,9.250000000000000444e-01
8.700000000000000000e+01,2.505490846295075347e-01,2.330912040235949279e-01,9.250000000000000444e-01
8.800000000000000000e+01,2.502379743588862837e-01,2.327008900479188847e-01,9.250000000000000444e-01
8.900000000000000000e+01,2.499350079983021222e-01,2.323191372591021653e-01,9.250000000000000444e-01
9.000000000000000000e+01,2.496399153101578894e-01,2.319456795967776708e-01,9.250000000000000444e-01
9.100000000000000000e+01,2.493524373066163813e-01,2.315802617979710598e-01,9.250000000000000444e-01
9.200000000000000000e+01,2.490723256785010997e-01,2.312226388561868795e-01,9.250000000000000444e-01
9.300000000000000000e+01,2.487993422584980630e-01,2.308725755126914692e-01,9.250000000000000444e-01
9.400000000000000000e+01,2.485332585162806918e-01,2.305298457777779642e-01,9.250000000000000444e-01
9.500000000000000000e+01,2.482738550833676894e-01,2.301942324799720885e-01,9.250000000000000444e-01
9.600000000000000000e+01,2.480209213056951412e-01,2.298655268412913844e-01,9.250000000000000444e-01
9.700000000000000000e+01,2.477742548220367713e-01,2.295435280768196029e-01,9.250000000000000444e-01
9.800000000000000000e+01,2.475336611665492903e-01,2.292280430169847116e-01,9.250000000000000444e-01
9.900000000000000000e+01,2.472989533938508011e-01,2.289188857510532082e-01,9.250000000000000444e-01
1.000000000000000000e+02,2.470699517251570831e-01,2.286158772904619829e-01,9.250000000000000444e-01
1.010000000000000000e+02,2.468464832141120946e-01,2.283188452507120547e-01,9.250000000000000444e-01
1.020000000000000000e+02,2.466283814310465394e-01,2.280276235506387417e-01,9.250000000000000444e-01
1.030000000000000000e+02,2.464154861644928807e-01,2.277420521279625854e-01,9.250000000000000444e-01
1.040000000000000000e+02,2.462076431388675601e-01,2.274619766700990142e-01,9.250000000000000444e-01
1.050000000000000000e+02,2.460047037473099274e-01,2.271872483592821956e-01,9.250000000000000444e-01
1.060000000000000000e+02,2.458065247987389068e-01,2.269177236311204493e-01,9.250000000000000444e-01
1.070000000000000000e+02,2.456129682782541013e-01,2.266532639457650988e-01,9.250000000000000444e-01
1.080000000000000000e+02,2.454239011200682608e-01,2.263937355709307597e-01,9.250000000000000444e-01
1.090000000000000000e+02,2.452391949922153591e-01,2.261390093760556330e-01,9.250000000000000444e-01
1.100000000000000000e+02,2.450587260923284272e-01,2.258889606369405278e-01,9.250000000000000444e-01
1.110000000000000000e+02,2.448823749538312500e-01,2.256434688502498564e-01,9.250000000000000444e-01
1.120000000000000000e+02,2.447100262619298638e-01,2.254024175572966193e-01,9.250000000000000444e-01
1.130000000000000000e+02,2.445415686788326437e-01,2.251656941765756981e-01,9.250000000000000444e-01
1.140000000000000000e+02,2.443768946776639917e-01,2.249331898445411093e-01,9.250000000000000444e-01
1.150000000000000000e+02,2.442159003845733589e-01,2.247047992641581227e-01,9.250000000000000444e-01
1.160000000000000000e+02,2.440584854285718364e-01,2.244804205607908720e-01,9.250000000000000444e-01
1.170000000000000000e+02,2.439045527986601070e-01,2.242599551450132900e-01,9.250000000000000444e-01
1.180000000000000000e+02,2.437540087078393924e-01,2.240433075819596720e-01,9.250000000000000444e-01
1.190000000000000000e+02,2.436067624636220896e-01,2.238303854668524662e-01,9.250000000000000444e-01
1.200000000000000000e+02,2.434627263446835221e-01,2.236210993063699470e-01,9.250000000000000444e-01
1.210000000000000000e+02,2.433218154833190483e-01,2.234153624055369991e-01,9.250000000000000444e-01
1.220000000000000000e+02,2.431839477533905836e-01,2.232130907598395275e-01,9.250000000000000444e-01
1.230000000000000000e+02,2.430490436634666629e-01,2.230142029522851621e-01,9.250000000000000444e-01
1.240000000000000000e+02,2.429170262548789594e-01,2.228186200551463547e-01,9.250000000000000444e-01
1.250000000000000000e+02,2.427878210044327190e-01,2.226262655361394560e-01,9.250000000000000444e-01
1.260000000000000000e+02,2.426613557315271952e-01,2.224370651688085121e-01,9.250000000000000444e-01
1.270000000000000000e+02,2.425375605094544085e-01,2.222509469468945120e-01,9.250000000000000444e-01
1.280000000000000000e+02,2.424163675806602358e-01,2.220678410024850835e-01,9.250000000000000444e-01
1.290000000000000000e+02,2.422977112757620233e-01,2.218876795277525960e-01,9.250000000000000444e-01
1.300000000000000000e+02,2.421815279361323181e-01,2.217103967000963460e-01,9.250000000000000444e-01
1.310000000000000000e+02,2.420677558398660334e-01,2.215359286105188230e-01,9.250000000000000444e-01
1.320000000000000000e+02,2.419563351309609589e-01,2.213642131950740166e-01,9.250000000000000444e-01
1.330000000000000000e+02,2.418472077515507468e-01,2.211951901692346678e-01,9.250000000000000444e-01
1.340000000000000000e+02,2.417403173770381886e-01,2.210288009650346885e-01,9.250000000000000444e-01
1.350000000000000000e+02,2.416356093539858141e-01,2.208649886708514143e-01,9.250000000000000444e-01
1.360000000000000000e+02,2.415330306406284766e-01,2.207036979736980431e-01,9.250000000000000444e-01
1.370000000000000000e+02,2.414325297498797762e-01,2.205448751039066069e-01,9.250000000000000444e-01
1.380000000000000000e+02,2.413340566947127230e-01,2.203884677820850124e-01,9.250000000000000444e-01
1.390000000000000000e+02,2.412375629357991769e-01,2.202344251682418208e-01,9.250000000000000444e-01
1.400000000000000000e+02,2.411430013313012599e-01,2.200826978129742650e-01,9.250000000000000444e-01
1.410000000000000000e+02,2.410503260887124077e-01,2.199332376106236941e-01,9.250000000000000444e-01
1.420000000000000000e+02,2.409594927186512192e-01,2.197859977543065724e-01,9.250000000000000444e-01
1.430000000000000000e+02,2.408704579905173448e-01,2.196409326927336036e-01,9.250000000000000444e-01
1.440000000000000000e+02,2.407831798899222053e-01,2.194979980887345472e-01,9.250000000000000444e-01
1.450000000000000000e+02,2.406976175778129667e-01,2.193571507794115916e-01,9.250000000000000444e-01
1.460000000000000000e+02,2.406137313512123621e-01,2.192183487378457918e-01,9.250000000000000444e-01
1.470000000000000000e+02,2.405314826054996691e-01,2.190815510362877083e-01,9.250000000000000444e-01
1.480000000000000000e+02,2.404508337981642319e-01,2.189467178107649681e-01,9.250000000000000444e-01
1.490000000000000000e+02,2.403717484139646920e-01,2.188138102270438257e-01,9.250000000000000444e-01
1.500000000000000000e+02,2.402941909314305624e-01,2.186827904478843843e-01,9.250000000000000444e-01
1.510000000000000000e+02,2.402181267906478013e-01,2.185536216015329658e-01,9.250000000000000444e-01
1.520000000000000000e+02,2.401435223622700177e-01,2.184262677513970630e-01,9.250000000000000444e-01
1.530000000000000000e+02,2.400703449177031268e-01,2.183006938668519692e-01,9.250000000000000444e-01
1.540000000000000000e+02,2.399985626004107475e-01,2.181768657951294321e-01,9.250000000000000444e-01
1.550000000000000000e+02,2.399281443982931583e-01,2.180547502342427835e-01,9.250000000000000444e-01
1.560000000000000000e+02,2.398590601170922654e-01,2.179343147069034980e-01,9.250000000000000444e-01
1.570000000000000000e+02,2.397912803547794791e-01,2.178155275353875209e-01,9.250000000000000444e-01
1.580000000000000000e+02,2.397247764768843936e-01,2.176983578173111167e-01,9.250000000000000444e-01
1.590000000000000000e+02,2.396595205927243011e-01,2.175827754022783278e-01,9.250000000000000444e-01
1.600000000000000000e+02,2.395954855324967381e-01,2.174687508693639304e-01,9.250000000000000444e-01
1.610000000000000000e+02,2.395326448251990370e-01,2.173562555053960565e-01,9.250000000000000444e-01
1.620000000000000000e+02,2.394709726773401604e-01,2.172452612840076180e-01,9.250000000000000444e-01
1.630000000000000000e+02,2.394104439524126771e-01,2.171357408454228088e-01,9.250000000000000444e-01
1.640000000000000000e+02,2.393510341510928785e-01,2.170276674769507363e-01,9.250000000000000444e-01
1.650000000000000000e+02,2.392927193921396412e-01,2.169210150941562887e-01,9.250000000000000444e-01
1.660000000000000000e+02,2.392354763939638640e-01,2.168157582226811486e-01,9.250000000000000444e-01
1.670000000000000000e+02,2.391792824568409193e-01,2.167118719806896965e-01,9.250000000000000444e-01
1.680000000000000000e+02,2.391241154457404428e-01,2.166093320619142948e-01,9.250000000000000444e-01
1.690000000000000000e+02,2.390699537737489000e-01,2.165081147192759459e-01,9.250000000000000444e-01
1.700000000000000000e+02,2.390167763860612249e-01,2.164081967490589231e-01,9.250000000000000444e-01
1.710000000000000000e+02,2.389645627445192433e-01,2.163095554756161165e-01,9.250000000000000444e-01
1.720000000000000000e+02,2.389132928126748434e-01,2.162121687365862743e-01,9.250000000000000444e-01
1.730000000000000000e+02,2.388629470413582701e-01,2.161160148686009919e-01,9.250000000000000444e-01
1.740000000000000000e+02,2.388135063547311421e-01,2.160210726934650438e-01,9.250000000000000444e-01
1.750000000000000000e+02,2.387649521368053473e-01,2.159273215047905481e-01,9.250000000000000444e-01
1.760000000000000000e+02,2.387172662184111060e-01,2.158347410550679191e-01,9.250000000000000444e-01
1.770000000000000000e+02,2.386704308645951067e-01,2.157433115431571236e-01,9.250000000000000444e-01
1.780000000000000000e+02,2.386244287624342819e-01,2.156530136021834743e-01,9.250000000000000444e-01
1.790000000000000000e+02,2.385792430092480987e-01,2.155638282878230838e-01,9.250000000000000444e-01
1.800000000000000000e+02,2.385348571011948748e-01,2.154757370669628247e-01,9.250000000000000444e-01
