epoch,train_loss,val_loss,val_accuracy
0.000000000000000000e+00,2.949159438091050189e-01,2.860562733019587078e-01,8.985915492957746720e-01
1.000000000000000000e+00,1.678644799544221078e-01,1.896507011365065054e-01,9.352112676056337781e-01
2.000000000000000000e+00,9.413526822712384168e-02,1.195553020046454806e-01,9.549295774647886814e-01
3.000000000000000000e+00,7.314596504501524876e-02,1.125782740076300831e-01,9.661971830985915943e-01
4.000000000000000000e+00,8.616623760381325603e-02,1.006123705238148730e-01,9.605633802816901934e-01
5.000000000000000000e+00,8.305263849112393126e-02,1.043132782476295095e-01,9.577464788732393819e-01
6.000000000000000000e+00,5.524214730738592760e-02,1.046393212516911753e-01,9.633802816901408939e-01
7.000000000000000000e+00,5.589572494993617219e-02,1.004705811311306929e-01,9.605633802816901934e-01
8.000000000000000000e+00,4.977099543439315876e-02,8.564620542848513929e-02,9.661971830985915943e-01
9.000000000000000000e+00,3.689776285810811296e-02,8.316684191803032367e-02,9.690140845070422948e-01
1.000000000000000000e+01,4.495031772777862561e-02,9.935297126965883519e-02,9.690140845070422948e-01
1.100000000000000000e+01,4.448870399592005920e-02,7.683245683316015928e-02,9.746478873239436957e-01
1.200000000000000000e+01,3.783796751364117139e-02,7.978391180586298648e-02,9.690140845070422948e-01
1.300000000000000000e+01,3.874614860084480555e-02,7.962144831404487089e-02,9.746478873239436957e-01
1.400000000000000000e+01,4.707243583413603383e-02,9.294909380630947404e-02,9.718309859154929953e-01
1.500000000000000000e+01,3.646102122695729641e-02,6.762672278971497419e-02,9.746478873239436957e-01
1.600000000000000000e+01,3.268780280871008692e-02,8.438913064213217352e-02,9.746478873239436957e-01
1.700000000000000000e+01,3.128778579553096600e-02,8.551427811777249921e-02,9.774647887323943962e-01
1.800000000000000000e+01,2.916467163032030949e-02,6.931302723867710514e-02,9.746478873239436957e-01
1.900000000000000000e+01,2.864568826925396189e-02,7.173271314157035616e-02,9.746478873239436957e-01
2.000000000000000000e+01,2.771759111183709143e-02,7.107504621770330266e-02,9.746478873239436957e-01
2.100000000000000000e+01,2.719260138802536558e-02,7.385365751318037630e-02,9.774647887323943962e-01
2.200000000000000000e+01,2.653214902248702406e-02,7.558593231537648338e-02,9.746478873239436957e-01
2.300000000000000000e+01,2.626999221173615881e-02,8.077844188850669127e-02,9.718309859154929953e-01
2.400000000000000000e+01,2.592485248870079334e-02,7.913077832944037660e-02,9.718309859154929953e-01
2.500000000000000000e+01,2.558552007389754829e-02,8.227459724027005872e-02,9.718309859154929953e-01
2.600000000000000000e+01,2.507050735467029889e-02,7.841348822223843940e-02,9.746478873239436957e-01
2.700000000000000000e+01,2.477166599488932544e-02,8.295026992053389225e-02,9.718309859154929953e-01
2.800000000000000000e+01,2.518132245135457081e-02,8.682356387282520738e-02,9.718309859154929953e-01
2.900000000000000000e+01,2.446853316532089651e-02,8.701790644483278769e-02,9.746478873239436957e-01
3.000000000000000000e+01,2.476910564069945489e-02,8.888697009153198603e-02,9.718309859154929953e-01
3.100000000000000000e+01,2.407074568932787706e-02,8.142103721197463395e-02,9.690140845070422948e-01
3.200000000000000000e+01,2.406556428527832289e-02,8.364215844940250943e-02,9.661971830985915943e-01
3.300000000000000000e+01,2.404865361124556081e-02,8.889944574277369727e-02,9.690140845070422948e-01
3.400000000000000000e+01,2.529542551905307468e-02,9.418747842223559874e-02,9.661971830985915943e-01
3.500000000000000000e+01,2.606740019631328606e-02,9.037509792045793355e-02,9.718309859154929953e-01
3.600000000000000000e+01,1.277796808731013201e-01,2.594220987813536383e-01,9.239436619718309762e-01
3.700000000000000000e+01,1.341676422103955657e-01,1.508377952106288444e-01,9.521126760563379809e-01
3.800000000000000000e+01,2.265080195316927503e-01,2.938488777761461557e-01,9.183098591549295753e-01
3.900000000000000000e+01,1.078803447808422272e-01,1.647612594534512420e-01,9.549295774647886814e-01
4.000000000000000000e+01,9.271511694017890715e-02,1.134978899654235651e-01,9.605633802816901934e-01
4.100000000000000000e+01,1.487193301150371016e-01,1.379320742766763364e-01,9.549295774647886814e-01
4.200000000000000000e+01,1.069291404227124265e-01,1.240450149185370887e-01,9.605633802816901934e-01
4.300000000000000000e+01,1.752233823792803125e-01,2.077678008092120054e-01,9.464788732394365800e-01
4.400000000000000000e+01,1.239068087394092493e-01,1.264811567758245547e-01,9.577464788732393819e-01
4.500000000000000000e+01,1.008644986153428846e-01,1.589226842254235217e-01,9.521126760563379809e-01
4.600000000000000000e+01,7.435872313307138881e-02,1.126738954126093178e-01,9.661971830985915943e-01
4.700000000000000000e+01,7.140526156945010972e-02,8.621090468239939186e-02,9.774647887323943962e-01
4.800000000000000000e+01,6.853799851675661248e-02,7.846342438989402368e-02,9.746478873239436957e-01
4.900000000000000000e+01,6.957833694538831382e-02,1.249712464299214676e-01,9.690140845070422948e-01
5.000000000000000000e+01,6.825442475059990965e-02,9.236643167228983375e-02,9.802816901408450967e-01
5.100000000000000000e+01,6.843987429461328986e-02,1.403532043139669172e-01,9.661971830985915943e-01
5.200000000000000000e+01,7.263431521876376196e-02,1.260400440597458649e-01,9.605633802816901934e-01
5.300000000000000000e+01,6.533425601014873629e-02,1.212123132238908801e-01,9.661971830985915943e-01
5.400000000000000000e+01,5.704822066782836570e-02,1.055572673053335742e-01,9.774647887323943962e-01
5.500000000000000000e+01,5.373494326124189646e-02,9.603375911950114141e-02,9.802816901408450967e-01
5.600000000000000000e+01,5.133570698224676487e-02,9.256551375561719586e-02,9.830985915492957972e-01
5.700000000000000000e+01,4.926947108012923182e-02,8.017221926215879757e-02,9.774647887323943962e-01
5.800000000000000000e+01,4.737203644249384643e-02,8.155784446143567179e-02,9.774647887323943962e-01
5.900000000000000000e+01,4.563819500660773465e-02,8.193664208410703087e-02,9.802816901408450967e-01
6.000000000000000000e+01,4.402043001140450162e-02,8.128525209315827504e-02,9.802816901408450967e-01
6.100000000000000000e+01,4.251018068719089604e-02,8.136324251629946380e-02,9.802816901408450967e-01
6.200000000000000000e+01,4.110134218069935036e-02,8.159767393295780380e-02,9.802816901408450967e-01
6.300000000000000000e+01,3.979339141575756467e-02,8.120773962078718655e-02,9.802816901408450967e-01
6.400000000000000000e+01,3.857143490473116665e-02,8.258497299365077926e-02,9.802816901408450967e-01
6.500000000000000000e+01,3.742015839531612903e-02,8.234588161473203882e-02,9.802816901408450967e-01
6.600000000000000000e+01,3.635200021707548496e-02,8.202231244139053523e-02,9.802816901408450967e-01
6.700000000000000000e+01,3.534280958147529433e-02,8.332057069569634433e-02,9.802816901408450967e-01
6.800000000000000000e+01,3.439848669297394107e-02,8.106348162725850182e-02,9.746478873239436957e-01
6.900000000000000000e+01,3.352300864528246632e-02,8.448257126120294058e-02,9.774647887323943962e-01
7.000000000000000000e+01,3.272715710910752834e-02,8.210927236238430016e-02,9.746478873239436957e-01
7.100000000000000000e+01,3.200799242393797400e-02,8.161020372610823526e-02,9.774647887323943962e-01
7.200000000000000000e+01,3.127660759521081607e-02,8.151678666963010911e-02,9.746478873239436957e-01
7.300000000000000000e+01,3.061953986800047822e-02,8.485992203497923214e-02,9.774647887323943962e-01
7.400000000000000000e+01,3.008244553953498199e-02,8.799133747850849951e-02,9.774647887323943962e-01
7.500000000000000000e+01,2.955578065848686944e-02,7.733932047432562351e-02,9.774647887323943962e-01
7.600000000000000000e+01,2.903433778160041667e-02,8.804594710555736781e-02,9.774647887323943962e-01
7.700000000000000000e+01,2.847095034886551121e-02,7.894235970457300078e-02,9.774647887323943962e-01
7.800000000000000000e+01,2.811110442616199939e-02,8.367890802973819431e-02,9.774647887323943962e-01
7.900000000000000000e+01,2.760058063819700522e-02,8.420699503390829954e-02,9.746478873239436957e-01
8.000000000000000000e+01,2.715458208597460593e-02,7.966236212802824124e-02,9.774647887323943962e-01
8.100000000000000000e+01,2.683767659021516969e-02,8.919833227907227047e-02,9.746478873239436957e-01
8.200000000000000000e+01,2.666589003211920078e-02,8.054812054608408156e-02,9.746478873239436957e-01
8.300000000000000000e+01,2.635106845025701749e-02,7.875943510076129084e-02,9.802816901408450967e-01
